Employee_ID,Age,Gender,Department,Job_Role,Education,Monthly_Salary,Years_At_Company,Total_Working_Years,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Performance_Rating,Overtime,Business_Travel,Promotion_Last_5Yrs,Training_Hours,Projects_Handled,Absence_Days,Late_Days,Team_Size,Engagement_Score,Joining_Date,Last_Promotion_Date,Attrition
EMP112937,53,Male,Operations,Supply Chain Analyst,Diploma,52700,4.3,19.7,3,3,3,4,Yes,Rarely,No,40.0,9,14,3,4,74.9,2022-04-12,,No
EMP112938,30,Female,Sales,Business Development Executive,Diploma,30900,9.0,9.0,2,3,4,3,Yes,None,No,49.0,4,5,2,3,70.9,2017-07-31,,No
EMP112939,24,Male,Sales,Sales Manager,PhD,36300,0.1,1.6,2,1,3,3,Yes,Rarely,No,51.0,5,13,4,12,53.8,2026-06-24,,Yes
EMP112940,35,Male,Technology,QA Engineer,Bachelor's,56400,1.9,12.0,3,3,3,3,No,Rarely,No,76.0,4,5,1,2,75.2,2024-09-05,,No
EMP112941,34,Male,Technology,Software Engineer,Bachelor's,47500,0.4,7.2,3,3,2,3,No,None,No,30.0,4,5,2,3,65.2,2026-03-07,,No
EMP112942,37,Female,Operations,Operations Executive,Master's,31700,1.7,7.8,3,3,3,3,Yes,Rarely,No,67.0,1,8,3,1,75.2,2024-11-17,,No
EMP112943,30,Male,Sales,Sales Executive,Bachelor's,32100,2.6,7.7,1,2,3,3,No,None,No,48.0,3,9,1,3,52.0,2023-12-24,,Yes
EMP112944,31,Male,Marketing,Marketing Analyst,Bachelor's,32600,1.5,7.2,3,2,3,4,Yes,None,No,53.0,9,7,2,2,70.8,2025-01-29,,No
EMP112945,44,Male,Technology,QA Engineer,High School,58100,6.0,14.0,4,4,3,4,No,None,No,24.0,6,9,2,1,86.0,2020-07-30,,Yes
EMP112946,42,Male,Technology,QA Engineer,Bachelor's,54500,7.5,14.2,3,3,4,4,Yes,Rarely,No,57.0,6,8,1,1,82.8,2019-01-30,,No
EMP112947,32,Female,Operations,Operations Manager,Bachelor's,58100,4.2,6.7,2,1,4,2,No,None,No,10.0,5,8,3,8,48.9,2022-05-19,,Yes
EMP112948,37,Male,Technology,Data Analyst,Bachelor's,65700,1.0,12.3,1,3,3,3,No,None,No,44.0,5,5,1,4,57.6,2025-07-31,,No
EMP112949,38,Male,Customer Support,Support Specialist,Diploma,31300,3.1,13.2,2,4,3,4,Yes,None,No,65.0,6,10,2,2,77.0,2023-06-25,,No
EMP112950,34,Female,Sales,Business Development Executive,Bachelor's,32700,0.2,11.6,1,2,4,2,No,None,No,59.0,3,10,4,2,55.8,2026-05-19,,No
EMP112951,23,Male,Finance,Accountant,High School,39700,1.1,1.6,1,3,2,3,No,None,No,45.0,4,16,4,5,52.8,2025-06-24,,No
EMP112952,21,Male,Customer Support,Support Specialist,Bachelor's,30200,0.0,0.0,3,4,4,3,No,None,No,33.0,4,8,1,3,82.0,2026-07-31,,No
EMP112953,40,Male,Operations,Process Analyst,Bachelor's,38700,5.1,16.9,1,3,2,3,Yes,None,No,60.0,7,11,3,5,55.2,2021-06-24,,No
EMP112954,31,Male,Technology,Data Analyst,Bachelor's,52100,10.0,10.0,2,3,3,3,No,None,No,19.0,8,9,0,2,60.9,2016-07-31,,No
EMP112955,45,Male,Finance,Accountant,Master's,63200,1.4,11.6,4,3,3,5,No,Frequently,No,71.0,5,9,1,1,88.8,2025-03-07,,No
EMP112956,23,Male,Marketing,Marketing Analyst,Diploma,38200,0.8,1.1,2,4,3,3,No,Rarely,No,37.0,4,2,0,1,70.2,2025-10-12,,No
EMP112957,37,Male,Research & Development,Product Analyst,Master's,36800,9.3,10.7,4,3,2,2,Yes,None,No,18.0,4,9,3,1,67.8,2017-04-12,,No
EMP112958,25,Male,Customer Support,Customer Success Manager,Bachelor's,47300,4.0,4.0,1,3,4,4,Yes,None,No,50.0,3,5,2,3,66.6,2022-07-31,,No
EMP112959,35,Male,Technology,QA Engineer,PhD,58000,1.7,12.5,4,4,4,4,No,Frequently,No,37.0,6,4,1,1,93.2,2024-11-17,,No
EMP112960,29,Female,Research & Development,Product Analyst,Master's,46500,6.4,6.4,4,2,3,3,No,None,No,25.0,3,6,2,3,70.7,2020-03-06,,No
EMP112961,21,Male,Sales,Sales Executive,Diploma,25300,0.0,0.0,2,3,3,3,No,None,No,5.0,2,8,2,1,58.6,2026-07-31,,No
EMP112962,40,Female,Sales,Sales Manager,Bachelor's,58500,4.1,15.0,2,3,4,3,No,Rarely,Yes,53.0,4,11,2,13,71.6,2022-06-24,2025-12-14,No
EMP112963,37,Female,Customer Support,Customer Support Executive,Master's,36800,5.6,11.5,3,3,2,4,No,Rarely,No,15.0,2,7,4,2,65.8,2020-12-24,,No
EMP112964,38,Male,Technology,Data Engineer,High School,63600,3.5,12.4,3,3,3,3,Yes,Rarely,No,20.0,4,7,6,5,68.6,2023-01-30,,Yes
EMP112965,44,Male,Sales,Account Executive,Bachelor's,40600,3.2,18.3,3,2,2,4,No,Rarely,No,62.0,4,0,2,2,67.0,2023-05-19,,Yes
EMP112966,40,Male,Technology,IT Support Specialist,Diploma,39100,2.8,13.8,2,4,4,2,No,Rarely,No,30.0,5,9,5,5,71.0,2023-10-12,,No
EMP112967,31,Male,Finance,Financial Analyst,Bachelor's,47100,10.0,10.0,4,3,3,4,No,Rarely,No,31.0,6,11,1,3,80.9,2016-07-31,,No
EMP112968,50,Male,Marketing,Digital Marketing Specialist,High School,36600,7.6,15.6,4,2,3,3,No,None,No,11.0,6,5,4,5,68.3,2018-12-24,,Yes
EMP112969,39,Male,Operations,Operations Executive,Master's,34400,2.2,11.6,3,2,3,3,No,Rarely,Yes,20.0,3,10,2,4,62.3,2024-05-18,2025-06-30,No
EMP112970,26,Male,Technology,Data Engineer,Master's,47400,3.1,3.6,3,1,3,4,No,None,No,49.0,6,5,6,5,63.9,2023-06-25,,No
EMP112971,32,Male,Human Resources,HR Executive,Bachelor's,31500,5.5,7.3,2,3,3,3,No,None,Yes,62.0,6,13,0,1,67.8,2021-01-29,2025-12-31,Yes
EMP112972,29,Female,Research & Development,Product Analyst,Bachelor's,33500,4.9,6.4,2,3,4,3,No,None,No,50.0,7,11,2,4,71.1,2021-09-05,,Yes
EMP112973,49,Male,Customer Support,Customer Support Executive,Master's,33400,3.3,18.3,4,1,3,3,No,Frequently,No,33.0,5,14,7,3,65.8,2023-04-13,,No
EMP112974,42,Male,Technology,Data Engineer,High School,52100,8.8,17.3,4,2,3,4,No,None,No,11.0,7,2,1,4,71.3,2017-10-12,,No
EMP112975,36,Female,Research & Development,Product Manager,Diploma,66300,3.9,11.9,1,3,3,3,No,None,No,33.0,5,12,3,5,55.8,2022-09-06,,No
EMP112976,31,Male,Marketing,Digital Marketing Specialist,High School,34700,1.2,5.9,4,3,2,4,Yes,Rarely,No,63.0,4,7,1,4,80.8,2025-05-19,,No
EMP112977,50,Male,Sales,Business Development Executive,Master's,36900,2.1,17.6,3,3,4,3,No,Rarely,Yes,58.0,7,5,3,3,79.9,2024-06-24,2026-05-27,No
EMP112978,44,Male,Sales,Sales Executive,Master's,35400,6.5,20.6,4,3,3,3,No,None,No,49.0,10,0,2,5,80.9,2020-01-30,,No
EMP112979,30,Male,Sales,Sales Manager,Master's,43600,5.5,5.5,2,3,3,4,Yes,None,No,31.0,3,8,1,5,65.9,2021-01-29,,No
EMP112980,35,Male,Marketing,Digital Marketing Specialist,Diploma,34600,4.1,6.6,3,2,3,3,No,None,No,7.0,8,9,3,5,60.2,2022-06-24,,No
EMP112981,38,Female,Technology,Software Engineer,Bachelor's,48600,2.3,8.7,4,4,4,5,Yes,Rarely,No,46.0,6,7,0,3,97.7,2024-04-12,,No
EMP112982,28,Male,Human Resources,HR Business Partner,High School,35400,1.9,4.6,3,1,3,2,No,Rarely,No,17.0,5,0,5,1,52.6,2024-09-05,,Yes
EMP112983,28,Male,Sales,Sales Executive,Master's,34300,6.9,6.9,2,1,3,3,No,Frequently,No,20.0,3,15,3,2,48.6,2019-09-06,,No
EMP112984,50,Female,Research & Development,Product Manager,Bachelor's,101400,4.3,25.3,4,3,3,4,No,Frequently,No,29.0,5,6,3,4,80.6,2022-04-12,,No
EMP112985,34,Male,Technology,QA Engineer,Master's,68900,4.0,9.3,3,1,3,4,No,None,No,28.0,4,10,2,2,60.4,2022-07-31,,No
EMP112986,31,Male,Research & Development,Research Scientist,Diploma,51600,1.8,7.3,2,2,2,4,No,Frequently,No,50.0,4,0,5,4,57.8,2024-10-12,,Yes
EMP112987,41,Male,Research & Development,Research Scientist,High School,60400,9.4,17.4,2,1,2,2,No,None,Yes,27.0,6,4,3,5,41.8,2017-03-07,2020-08-03,No
EMP112988,26,Female,Sales,Sales Executive,Master's,20400,1.6,2.4,3,3,3,3,Yes,None,No,26.0,5,5,2,2,69.6,2024-12-24,,No
EMP112989,34,Male,Human Resources,HR Executive,Master's,35600,5.0,8.6,2,2,1,3,No,None,Yes,49.0,4,8,2,3,49.7,2021-07-31,2025-07-01,No
EMP112990,45,Female,Sales,Business Development Executive,Master's,36300,2.1,19.0,2,3,4,3,No,Rarely,No,27.0,7,0,4,5,67.3,2024-06-24,,No
EMP112991,22,Female,Research & Development,Product Analyst,Diploma,33400,1.0,1.0,3,1,4,3,No,None,No,22.0,3,9,3,2,61.4,2025-07-31,,No
EMP112992,29,Male,Human Resources,HR Executive,Master's,32200,4.3,4.3,4,2,3,3,No,None,Yes,29.0,1,8,6,4,71.3,2022-04-12,2023-07-02,No
EMP112993,32,Male,Sales,Sales Manager,Bachelor's,55000,1.9,8.8,3,2,3,2,Yes,Rarely,No,5.0,4,9,4,6,56.8,2024-09-05,,Yes
EMP112994,28,Female,Sales,Account Executive,PhD,29800,7.0,7.0,2,3,3,4,No,None,No,23.0,4,12,1,5,64.6,2019-07-31,,No
EMP112995,43,Female,Finance,Senior Accountant,Bachelor's,61300,4.7,18.6,1,4,3,4,No,Rarely,Yes,64.0,7,9,2,3,69.5,2021-11-17,2025-12-24,No
EMP112996,44,Male,Research & Development,Research Analyst,Bachelor's,46100,13.2,18.2,2,3,2,4,Yes,None,No,5.0,4,13,1,3,56.6,2013-05-19,,No
EMP112997,38,Male,Marketing,Marketing Analyst,Master's,36400,1.2,12.1,2,3,4,3,No,None,No,54.0,3,8,1,3,71.8,2025-05-19,,No
EMP112998,33,Male,Customer Support,Customer Support Executive,Master's,29000,1.3,9.3,3,3,3,3,No,None,No,26.0,6,15,3,5,69.6,2025-04-12,,No
EMP112999,47,Male,Finance,Finance Manager,Bachelor's,90400,6.2,17.6,2,2,4,5,Yes,Frequently,No,61.0,6,14,2,12,72.5,2020-05-18,,Yes
EMP113000,31,Male,Sales,Business Development Executive,PhD,37500,4.7,6.9,4,3,2,4,No,Frequently,No,43.0,5,2,2,2,77.9,2021-11-17,,No
EMP113001,35,Female,Research & Development,Research Analyst,High School,50600,2.0,10.7,4,2,1,4,No,Frequently,No,48.0,7,10,3,2,67.5,2024-07-31,,No
EMP113002,36,Male,Sales,Sales Executive,Master's,27100,15.0,15.0,3,2,4,3,No,None,Yes,35.0,6,7,2,3,69.8,2011-07-31,2017-11-16,No
EMP113003,30,Female,Research & Development,Product Analyst,Master's,52700,2.4,6.3,1,4,3,2,Yes,Rarely,Yes,30.0,4,7,1,4,58.5,2024-03-06,2026-06-02,No
EMP113004,32,Male,Finance,Accountant,Master's,39600,5.1,5.7,4,3,2,4,No,None,No,56.0,4,11,3,1,80.1,2021-06-24,,No
EMP113005,25,Female,Sales,Sales Executive,Bachelor's,29400,1.9,2.1,2,3,1,4,No,Rarely,No,66.0,7,8,2,1,60.8,2024-09-05,,No
EMP113006,43,Male,Marketing,Brand Manager,Master's,57900,2.8,18.8,3,3,3,3,No,Rarely,No,26.0,7,4,4,13,69.6,2023-10-12,,No
EMP113007,21,Male,Research & Development,Product Analyst,Master's,47500,0.0,0.0,2,2,3,3,No,None,No,9.0,0,5,2,1,53.0,2026-07-31,,No
EMP113008,35,Male,Research & Development,Research Analyst,PhD,43600,3.9,10.7,2,3,4,5,No,None,Yes,46.0,4,11,3,5,76.4,2022-09-06,,Yes
EMP113009,28,Female,Sales,Sales Executive,Master's,26700,2.8,3.4,4,4,3,2,No,Frequently,Yes,5.0,7,11,3,3,76.8,2023-10-12,2026-07-26,No
EMP113010,33,Male,Technology,Data Engineer,Master's,55800,1.8,9.3,3,3,3,3,No,Rarely,No,29.0,4,4,3,3,70.1,2024-10-12,,No
EMP113011,21,Male,Operations,Supply Chain Analyst,Bachelor's,24300,0.0,0.0,4,2,4,4,No,None,No,30.0,3,11,2,2,79.5,2026-07-31,,No
EMP113012,43,Female,Operations,Operations Manager,Master's,62500,3.8,13.8,1,2,3,3,Yes,Frequently,No,72.0,3,9,4,11,54.0,2022-10-12,,Yes
EMP113013,31,Male,Marketing,Digital Marketing Specialist,Bachelor's,35500,6.0,6.0,2,3,2,3,No,None,No,29.0,8,5,1,4,57.6,2020-07-30,,No
EMP113014,39,Male,Technology,Data Engineer,Master's,57800,2.4,10.0,4,3,3,3,No,None,No,24.0,5,6,2,1,76.8,2024-03-06,,No
EMP113015,34,Female,Research & Development,Research Analyst,High School,51200,8.9,8.9,1,2,3,3,Yes,None,No,36.0,3,10,3,3,50.0,2017-09-05,,Yes
EMP113016,32,Female,Operations,Operations Manager,PhD,63900,0.8,5.5,4,4,3,3,Yes,Rarely,No,20.0,6,4,6,7,82.3,2025-10-12,,No
EMP113017,37,Male,Customer Support,Customer Support Executive,Master's,22900,2.2,11.0,1,3,3,2,Yes,Frequently,No,14.0,9,4,3,2,49.6,2024-05-18,,No
EMP113018,25,Female,Operations,Operations Manager,Bachelor's,49600,4.0,4.0,4,3,1,4,No,None,No,50.0,10,0,2,10,74.1,2022-07-31,,No
EMP113019,34,Female,Finance,Accountant,Bachelor's,41400,8.2,11.6,3,4,2,4,No,None,No,27.0,5,10,2,1,74.0,2018-05-19,,No
EMP113020,23,Female,Research & Development,Research Analyst,High School,41200,2.0,2.0,1,4,2,3,No,Rarely,No,78.0,3,10,2,3,61.5,2024-07-31,,No
EMP113021,26,Male,Operations,Operations Executive,Bachelor's,37700,3.1,3.1,3,3,3,3,No,None,Yes,45.0,5,9,3,1,72.8,2023-06-25,2024-08-21,Yes
EMP113022,30,Male,Customer Support,Support Specialist,Master's,30100,6.2,6.2,3,3,1,4,Yes,None,No,37.0,5,8,2,2,64.4,2020-05-18,,Yes
EMP113023,28,Male,Research & Development,Research Scientist,Bachelor's,49800,1.0,5.4,4,3,2,4,No,Rarely,No,56.0,6,3,2,4,80.1,2025-07-31,,No
EMP113024,36,Male,Operations,Process Analyst,Master's,47900,4.8,8.5,3,1,2,4,Yes,Frequently,No,47.0,3,11,5,1,58.6,2021-10-12,,No
EMP113025,23,Male,Operations,Process Analyst,Bachelor's,37300,2.0,2.0,3,4,3,4,No,None,No,65.0,2,6,2,2,84.5,2024-07-31,,No
EMP113026,39,Male,Sales,Account Executive,Master's,35500,12.0,15.2,4,4,3,3,No,Rarely,Yes,51.0,6,2,3,2,87.5,2014-07-31,2026-01-21,No
EMP113027,51,Female,Sales,Account Executive,Master's,36600,5.0,21.5,3,2,3,3,Yes,None,No,58.0,3,3,6,4,68.7,2021-07-31,,No
EMP113028,42,Female,Technology,Software Engineer,Bachelor's,61500,13.6,16.3,4,4,4,4,Yes,None,No,24.0,4,6,0,5,91.0,2012-12-24,,No
EMP113029,37,Female,Technology,Data Analyst,Bachelor's,44200,10.2,10.2,4,3,4,4,No,None,No,60.0,5,8,1,5,90.8,2016-05-18,,No
EMP113030,29,Male,Technology,QA Engineer,Bachelor's,59800,7.4,7.4,3,2,3,3,No,Frequently,No,54.0,3,4,2,5,68.0,2019-03-07,,Yes
EMP113031,35,Male,Technology,QA Engineer,Diploma,54800,3.7,7.1,3,2,3,4,Yes,Frequently,No,48.0,6,8,5,5,70.0,2022-11-18,,No
EMP113032,38,Female,Finance,Financial Analyst,Bachelor's,46300,3.8,12.4,3,3,4,3,No,None,No,31.0,6,5,3,2,75.4,2022-10-12,,No
EMP113033,43,Male,Finance,Accountant,Master's,54800,9.0,13.5,2,4,2,4,No,None,No,54.0,10,7,1,3,71.0,2017-07-31,,No
EMP113034,48,Male,Sales,Sales Executive,Diploma,45500,5.5,15.6,4,3,3,4,No,None,No,24.0,5,9,4,3,79.8,2021-01-29,,No
EMP113035,29,Female,Sales,Business Development Executive,Master's,33400,2.9,4.8,4,4,3,4,No,None,No,16.0,7,5,5,3,84.7,2023-09-06,,No
EMP113036,22,Female,Operations,Operations Manager,Bachelor's,46000,1.0,1.0,4,3,3,5,No,None,No,51.0,1,9,2,13,87.2,2025-07-31,,No
EMP113037,38,Female,Operations,Operations Manager,Bachelor's,61300,6.9,10.5,3,3,2,2,No,Rarely,No,10.0,5,7,4,6,58.9,2019-09-06,,No
EMP113038,33,Female,Finance,Financial Analyst,High School,44900,2.0,6.1,4,4,4,4,No,Rarely,No,42.0,6,5,4,1,94.0,2024-07-31,,No
EMP113039,26,Male,Operations,Operations Manager,Master's,61300,5.0,5.0,4,4,4,3,No,None,No,33.0,9,10,5,6,89.5,2021-07-31,,No
EMP113040,29,Male,Customer Support,Customer Success Manager,Diploma,36600,3.6,4.0,4,3,2,3,No,Rarely,Yes,39.0,5,10,3,11,74.2,2022-12-24,2026-06-04,No
EMP113041,26,Female,Finance,Financial Analyst,Master's,40500,5.0,5.0,2,3,2,4,Yes,None,No,43.0,2,10,3,1,62.9,2021-07-31,,No
EMP113042,35,Female,Operations,Supply Chain Analyst,Diploma,37000,8.5,9.9,4,3,3,3,Yes,Frequently,No,53.0,4,1,1,4,81.6,2018-01-29,,Yes
EMP113043,50,Male,Research & Development,Product Analyst,Bachelor's,63500,3.7,25.9,2,2,3,4,No,None,No,61.0,6,5,1,1,64.5,2022-11-18,,No
EMP113044,35,Male,Customer Support,Customer Success Manager,Master's,44100,5.6,6.6,3,3,4,4,No,None,No,32.0,6,7,3,12,78.6,2020-12-24,,No
EMP113045,31,Female,Finance,Accountant,Master's,43300,2.7,6.9,2,3,1,3,No,None,Yes,25.0,6,16,0,1,51.9,2023-11-18,2026-04-15,No
EMP113046,43,Male,Operations,Supply Chain Analyst,Diploma,47300,4.3,19.2,4,3,3,4,No,None,No,52.0,3,4,0,1,84.4,2022-04-12,,No
EMP113047,37,Female,Sales,Business Development Executive,Bachelor's,20800,1.1,8.1,2,3,3,4,No,None,No,50.0,5,8,0,1,69.1,2025-06-24,,No
EMP113048,39,Male,Operations,Process Analyst,Master's,32000,2.7,10.3,4,2,1,3,Yes,None,Yes,40.0,2,8,3,4,63.2,2023-11-18,2025-03-26,Yes
EMP113049,50,Male,Research & Development,Product Analyst,Bachelor's,81700,7.4,22.1,4,2,2,4,Yes,None,No,16.0,4,12,4,3,67.2,2019-03-07,,No
EMP113050,21,Male,Human Resources,Recruiter,Master's,25600,0.0,0.0,3,2,1,5,No,Rarely,No,67.0,6,4,1,2,65.0,2026-07-31,,No
EMP113051,23,Female,Research & Development,Research Scientist,PhD,45200,2.0,2.0,3,1,3,3,No,Frequently,Yes,37.0,2,9,5,2,58.9,2024-07-31,2025-12-31,No
EMP113052,32,Female,Finance,Financial Analyst,Master's,39600,2.8,6.3,4,2,4,3,Yes,None,Yes,55.0,6,13,6,3,80.7,2023-10-12,2025-03-20,No
EMP113053,45,Male,Research & Development,Research Analyst,Bachelor's,47500,10.2,11.9,1,1,3,3,No,None,No,31.0,5,12,2,5,42.9,2016-05-18,,No
EMP113054,32,Male,Operations,Supply Chain Analyst,Bachelor's,43800,0.9,6.6,3,1,3,3,Yes,None,No,36.0,5,10,2,4,58.7,2025-09-05,,No
EMP113055,40,Male,Sales,Sales Manager,Master's,56000,12.8,12.8,1,4,3,3,Yes,Rarely,No,5.0,3,8,2,10,57.3,2013-10-12,,No
EMP113056,23,Female,Operations,Operations Executive,Diploma,29400,2.0,2.0,3,2,4,2,Yes,None,Yes,5.0,6,8,3,1,61.8,2024-07-31,2026-07-19,No
EMP113057,40,Female,Technology,Data Engineer,Bachelor's,55500,5.0,16.6,4,3,3,4,No,None,No,31.0,3,1,1,2,80.9,2021-07-31,,No
EMP113058,35,Male,Sales,Sales Manager,Bachelor's,69100,5.3,8.8,3,3,3,3,No,None,No,31.0,6,0,0,6,70.4,2021-04-12,,No
EMP113059,28,Male,Customer Support,Customer Success Manager,Diploma,43400,6.0,6.0,3,1,3,4,No,None,No,69.0,6,6,2,14,65.8,2020-07-30,,No
EMP113060,45,Male,Technology,QA Engineer,Bachelor's,64900,2.4,14.2,2,1,4,3,No,Frequently,No,37.0,6,12,1,5,56.4,2024-03-06,,Yes
EMP113061,41,Female,Customer Support,Customer Support Executive,Bachelor's,40500,4.5,15.2,4,2,3,3,No,Rarely,No,60.0,5,9,1,4,76.5,2022-01-29,,No
EMP113062,35,Male,Technology,IT Support Specialist,Diploma,51200,9.1,9.1,3,3,4,3,No,None,Yes,41.0,3,0,2,5,77.1,2017-06-24,2021-06-04,Yes
EMP113063,33,Male,Technology,IT Support Specialist,Bachelor's,55000,5.5,10.7,3,3,3,4,No,None,No,18.0,3,5,0,1,71.2,2021-01-29,,No
EMP113064,22,Male,Research & Development,Product Manager,Master's,62700,1.0,1.0,4,3,1,4,No,None,No,62.0,6,9,2,3,75.8,2025-07-31,,No
EMP113065,31,Female,Finance,Finance Manager,Bachelor's,65400,3.7,6.6,3,2,3,2,No,Frequently,No,24.0,3,11,3,3,60.0,2022-11-18,,No
EMP113066,23,Female,Operations,Operations Executive,Bachelor's,29300,2.0,2.0,3,3,3,3,Yes,Rarely,No,18.0,5,5,2,3,68.2,2024-07-31,,Yes
EMP113067,34,Male,Operations,Supply Chain Analyst,Bachelor's,36200,4.3,8.5,3,4,3,3,No,None,No,26.0,1,4,2,4,75.8,2022-04-12,,No
EMP113068,37,Female,Operations,Operations Manager,Master's,50200,9.0,9.0,1,1,4,4,Yes,Frequently,No,28.0,5,14,3,7,50.4,2017-07-31,,No
EMP113069,39,Female,Research & Development,Product Manager,Bachelor's,71200,3.6,15.0,2,2,3,3,No,None,No,11.0,6,7,4,8,53.3,2022-12-24,,No
EMP113070,35,Female,Operations,Operations Manager,PhD,54700,1.6,8.4,1,3,4,4,Yes,None,No,66.0,7,11,5,9,68.2,2024-12-24,,No
EMP113071,47,Male,Finance,Accountant,Bachelor's,54100,2.8,19.5,3,3,4,4,Yes,Rarely,No,41.0,5,9,0,3,80.1,2023-10-12,,No
EMP113072,23,Female,Customer Support,Team Leader,Bachelor's,35100,2.0,2.0,3,4,3,2,No,None,No,35.0,12,13,3,6,74.3,2024-07-31,,No
EMP113073,34,Male,Technology,IT Support Specialist,Bachelor's,43000,4.1,6.4,3,2,3,3,No,Rarely,No,39.0,2,5,2,4,65.5,2022-06-24,,No
EMP113074,44,Male,Operations,Operations Manager,Master's,64900,2.3,12.5,3,4,2,4,No,None,No,36.0,3,7,1,10,75.5,2024-04-12,,No
EMP113075,39,Male,Research & Development,Research Analyst,Master's,52100,1.2,11.2,4,3,4,3,No,None,No,9.0,2,13,4,2,79.2,2025-05-19,,Yes
EMP113076,30,Male,Operations,Supply Chain Analyst,Diploma,34900,5.5,6.5,2,4,3,4,No,Rarely,No,42.0,1,7,3,4,74.0,2021-01-29,,No
EMP113077,40,Female,Customer Support,Customer Support Executive,Master's,26100,0.5,10.4,4,1,3,3,No,None,No,5.0,4,8,3,1,61.1,2026-01-29,,No
EMP113078,30,Male,Operations,Supply Chain Analyst,Master's,38600,0.5,4.4,4,4,2,3,No,None,No,31.0,3,7,4,2,79.2,2026-01-29,,No
EMP113079,35,Male,Customer Support,Support Specialist,Bachelor's,38300,1.3,11.0,1,3,2,2,No,Frequently,No,12.0,6,3,1,1,44.3,2025-04-12,,No
EMP113080,39,Male,Research & Development,Research Scientist,Bachelor's,56700,2.1,14.9,3,3,3,2,No,None,No,22.0,6,11,2,4,65.9,2024-06-24,,Yes
EMP113081,22,Male,Technology,Data Analyst,Bachelor's,36400,1.0,1.0,2,3,2,2,No,None,No,5.0,5,9,2,4,50.6,2025-07-31,,No
EMP113082,42,Female,Sales,Business Development Executive,High School,42400,4.2,16.8,2,4,3,3,Yes,None,No,43.0,6,14,2,3,71.2,2022-05-19,,No
EMP113083,41,Male,Human Resources,HR Business Partner,Bachelor's,75700,2.8,15.7,3,3,3,3,No,Rarely,No,45.0,5,2,4,1,72.8,2023-10-12,,No
EMP113084,21,Male,Marketing,Marketing Analyst,Diploma,35500,0.0,0.0,2,4,3,4,No,None,No,46.0,5,12,0,1,74.7,2026-07-31,,No
EMP113085,21,Non-Binary,Technology,IT Support Specialist,Master's,37600,0.0,0.0,3,3,3,3,Yes,None,No,41.0,4,8,1,3,72.1,2026-07-31,,Yes
EMP113086,21,Female,Sales,Business Development Executive,Master's,23900,0.0,0.0,4,2,3,4,No,None,No,28.0,9,5,2,3,74.2,2026-07-31,,No
EMP113087,34,Female,Technology,IT Support Specialist,Master's,41700,5.2,6.3,1,3,2,2,Yes,None,Yes,5.0,5,7,1,3,43.1,2021-05-19,2023-06-11,Yes
EMP113088,49,Male,Research & Development,Research Scientist,Bachelor's,64000,6.0,21.8,2,3,1,3,No,Rarely,No,23.0,5,13,0,1,51.6,2020-07-30,,No
EMP113089,41,Female,Marketing,Digital Marketing Specialist,Master's,46000,0.8,14.9,2,4,3,3,Yes,None,No,13.0,5,4,1,1,66.2,2025-10-12,,No
EMP113090,43,Male,Finance,Finance Manager,Master's,76000,4.0,18.8,4,4,3,4,No,None,No,43.0,1,11,2,14,89.2,2022-07-31,,No
EMP113091,41,Male,Technology,QA Engineer,Bachelor's,55000,2.6,15.8,4,2,2,4,Yes,Frequently,Yes,25.0,6,20,1,5,68.7,2023-12-24,2025-05-03,No
EMP113092,37,Male,Finance,Senior Accountant,Master's,66300,9.9,9.9,4,4,3,4,No,Rarely,No,46.0,7,12,3,5,89.7,2016-09-05,,No
EMP113093,21,Female,Sales,Sales Manager,Master's,50600,0.0,0.0,2,4,3,3,Yes,Rarely,No,41.0,2,5,3,5,70.8,2026-07-31,,No
EMP113094,44,Female,Sales,Business Development Executive,High School,28700,10.3,13.7,3,4,2,4,No,Rarely,No,44.0,6,10,5,5,76.8,2016-04-12,,Yes
EMP113095,29,Male,Research & Development,Research Scientist,Master's,48800,3.2,6.5,3,3,2,4,No,Rarely,No,49.0,7,4,0,1,71.4,2023-05-19,,No
EMP113096,25,Female,Research & Development,Product Manager,Bachelor's,50500,3.9,3.9,2,2,3,3,No,None,Yes,58.0,3,9,5,7,61.2,2022-09-06,2025-04-04,No
EMP113097,31,Male,Sales,Sales Executive,Diploma,29500,4.7,7.6,3,1,1,4,Yes,None,No,22.0,4,8,1,1,49.4,2021-11-17,,No
EMP113098,41,Female,Sales,Account Executive,High School,35300,0.8,13.4,4,2,3,5,No,None,No,69.0,6,6,3,4,82.5,2025-10-12,,No
EMP113099,34,Male,Technology,Data Analyst,Master's,57700,2.8,10.9,2,4,2,3,No,Frequently,Yes,26.0,5,5,2,3,63.3,2023-10-12,2026-04-26,No
EMP113100,35,Female,Human Resources,HR Business Partner,Master's,45200,4.3,9.0,1,3,3,4,Yes,Frequently,Yes,71.0,1,15,4,2,63.2,2022-04-12,2024-01-27,No
EMP113101,34,Male,Technology,QA Engineer,Master's,48400,7.5,7.5,4,3,3,4,No,Rarely,No,29.0,3,2,4,5,80.6,2019-01-30,,No
EMP113102,45,Male,Technology,QA Engineer,Bachelor's,64600,2.5,20.9,2,3,3,3,Yes,Rarely,No,28.0,7,7,2,2,62.4,2024-01-30,,No
EMP113103,21,Female,Technology,QA Engineer,High School,40200,0.0,0.0,3,3,3,4,No,None,No,53.0,4,6,3,3,77.1,2026-07-31,,No
